frame	time	task	case
case_000_video_part_001/00064320.png	1072.0	7	case_000
case_000_video_part_001/00064380.png	1073.0	7	case_000
case_000_video_part_001/00064440.png	1074.0	7	case_000
case_000_video_part_001/00064500.png	1075.0	7	case_000
case_000_video_part_001/00064560.png	1076.0	7	case_000
case_000_video_part_001/00064620.png	1077.0	7	case_000
case_000_video_part_001/00064680.png	1078.0	7	case_000
case_000_video_part_001/00064740.png	1079.0	7	case_000
case_000_video_part_001/00064800.png	1080.0	7	case_000
case_000_video_part_001/00064860.png	1081.0	7	case_000
case_000_video_part_001/00064920.png	1082.0	7	case_000
case_000_video_part_001/00064980.png	1083.0	7	case_000
case_000_video_part_001/00065040.png	1084.0	7	case_000
case_000_video_part_001/00065100.png	1085.0	7	case_000
case_000_video_part_001/00065160.png	1086.0	7	case_000
case_000_video_part_001/00065220.png	1087.0	7	case_000
case_000_video_part_001/00065280.png	1088.0	7	case_000
case_000_video_part_001/00065340.png	1089.0	7	case_000
case_000_video_part_001/00065400.png	1090.0	7	case_000
case_000_video_part_001/00065460.png	1091.0	7	case_000
case_000_video_part_001/00065520.png	1092.0	7	case_000
case_000_video_part_001/00065580.png	1093.0	7	case_000
case_000_video_part_001/00065640.png	1094.0	7	case_000
case_000_video_part_001/00065700.png	1095.0	7	case_000
case_000_video_part_001/00065760.png	1096.0	7	case_000
case_000_video_part_001/00065820.png	1097.0	7	case_000
case_000_video_part_001/00065880.png	1098.0	7	case_000
case_000_video_part_001/00065940.png	1099.0	7	case_000
case_000_video_part_001/00066000.png	1100.0	7	case_000
case_000_video_part_001/00066060.png	1101.0	7	case_000
case_000_video_part_001/00066120.png	1102.0	7	case_000
case_000_video_part_001/00066180.png	1103.0	7	case_000
case_000_video_part_001/00066240.png	1104.0	7	case_000
case_000_video_part_001/00066300.png	1105.0	7	case_000
case_000_video_part_001/00066360.png	1106.0	7	case_000
case_000_video_part_001/00066420.png	1107.0	7	case_000
case_000_video_part_001/00066480.png	1108.0	7	case_000
case_000_video_part_001/00066540.png	1109.0	7	case_000
case_000_video_part_001/00066600.png	1110.0	7	case_000
case_000_video_part_001/00066660.png	1111.0	7	case_000
case_000_video_part_001/00066720.png	1112.0	7	case_000
case_000_video_part_001/00066780.png	1113.0	7	case_000
case_000_video_part_001/00066840.png	1114.0	7	case_000
case_000_video_part_001/00066900.png	1115.0	7	case_000
case_000_video_part_001/00066960.png	1116.0	7	case_000
case_000_video_part_001/00067020.png	1117.0	7	case_000
case_000_video_part_001/00067080.png	1118.0	7	case_000
case_000_video_part_001/00067140.png	1119.0	7	case_000
case_000_video_part_001/00067200.png	1120.0	7	case_000
case_000_video_part_001/00067260.png	1121.0	7	case_000
case_000_video_part_001/00067320.png	1122.0	7	case_000
case_000_video_part_001/00067380.png	1123.0	7	case_000
case_000_video_part_001/00067440.png	1124.0	7	case_000
case_000_video_part_001/00067500.png	1125.0	7	case_000
case_000_video_part_001/00067560.png	1126.0	7	case_000
case_000_video_part_001/00067620.png	1127.0	7	case_000
case_000_video_part_001/00067680.png	1128.0	7	case_000
case_000_video_part_001/00067740.png	1129.0	7	case_000
case_000_video_part_001/00067800.png	1130.0	7	case_000
case_000_video_part_001/00067860.png	1131.0	7	case_000
case_000_video_part_001/00067920.png	1132.0	7	case_000
case_000_video_part_001/00067980.png	1133.0	7	case_000
case_000_video_part_001/00068040.png	1134.0	7	case_000
case_000_video_part_001/00068100.png	1135.0	7	case_000
case_000_video_part_001/00068160.png	1136.0	7	case_000
case_000_video_part_001/00068220.png	1137.0	7	case_000
case_000_video_part_001/00068280.png	1138.0	7	case_000
case_000_video_part_001/00068340.png	1139.0	7	case_000
case_000_video_part_001/00068400.png	1140.0	7	case_000
case_000_video_part_001/00068460.png	1141.0	7	case_000
case_000_video_part_001/00068520.png	1142.0	7	case_000
case_000_video_part_001/00068580.png	1143.0	7	case_000
case_000_video_part_001/00068640.png	1144.0	7	case_000
case_000_video_part_001/00068700.png	1145.0	7	case_000
case_000_video_part_001/00068760.png	1146.0	7	case_000
case_000_video_part_001/00068820.png	1147.0	7	case_000
case_000_video_part_001/00068880.png	1148.0	7	case_000
case_000_video_part_001/00068940.png	1149.0	7	case_000
case_000_video_part_001/00069000.png	1150.0	7	case_000
case_000_video_part_001/00069060.png	1151.0	7	case_000
case_000_video_part_001/00069120.png	1152.0	7	case_000
case_000_video_part_001/00069180.png	1153.0	7	case_000
case_000_video_part_001/00069240.png	1154.0	7	case_000
case_000_video_part_001/00069300.png	1155.0	7	case_000
case_000_video_part_001/00069360.png	1156.0	7	case_000
case_000_video_part_001/00069420.png	1157.0	7	case_000
case_000_video_part_001/00069480.png	1158.0	7	case_000
case_000_video_part_001/00069540.png	1159.0	7	case_000
case_000_video_part_001/00069600.png	1160.0	7	case_000
case_000_video_part_001/00069660.png	1161.0	7	case_000
case_000_video_part_001/00069720.png	1162.0	7	case_000
case_000_video_part_001/00069780.png	1163.0	7	case_000
case_000_video_part_001/00069840.png	1164.0	7	case_000
case_000_video_part_001/00069900.png	1165.0	7	case_000
case_000_video_part_001/00069960.png	1166.0	7	case_000
case_000_video_part_001/00070020.png	1167.0	7	case_000
case_000_video_part_001/00070080.png	1168.0	7	case_000
case_000_video_part_001/00070140.png	1169.0	7	case_000
case_000_video_part_001/00070200.png	1170.0	7	case_000
case_000_video_part_001/00070260.png	1171.0	7	case_000
case_000_video_part_001/00070320.png	1172.0	7	case_000
case_000_video_part_001/00070380.png	1173.0	7	case_000
case_000_video_part_001/00070440.png	1174.0	7	case_000
case_000_video_part_001/00070500.png	1175.0	7	case_000
case_000_video_part_001/00070560.png	1176.0	7	case_000
case_000_video_part_001/00070620.png	1177.0	7	case_000
case_000_video_part_001/00070680.png	1178.0	7	case_000
case_000_video_part_001/00070740.png	1179.0	7	case_000
case_000_video_part_001/00070800.png	1180.0	7	case_000
case_000_video_part_001/00070860.png	1181.0	7	case_000
case_000_video_part_001/00070920.png	1182.0	7	case_000
case_000_video_part_001/00070980.png	1183.0	7	case_000
case_000_video_part_001/00071040.png	1184.0	7	case_000
case_000_video_part_001/00071100.png	1185.0	7	case_000
case_000_video_part_001/00071160.png	1186.0	7	case_000
case_000_video_part_001/00071220.png	1187.0	7	case_000
case_000_video_part_001/00071280.png	1188.0	7	case_000
case_000_video_part_001/00071340.png	1189.0	7	case_000
case_000_video_part_001/00071400.png	1190.0	7	case_000
case_000_video_part_001/00071460.png	1191.0	7	case_000
case_000_video_part_001/00071520.png	1192.0	7	case_000
case_000_video_part_001/00071580.png	1193.0	7	case_000
case_000_video_part_001/00071640.png	1194.0	7	case_000
case_000_video_part_001/00071700.png	1195.0	7	case_000
case_000_video_part_001/00071760.png	1196.0	7	case_000
case_000_video_part_001/00071820.png	1197.0	7	case_000
case_000_video_part_001/00071880.png	1198.0	7	case_000
case_000_video_part_001/00071940.png	1199.0	7	case_000
case_000_video_part_001/00072000.png	1200.0	7	case_000
case_000_video_part_001/00072060.png	1201.0	7	case_000
case_000_video_part_001/00072120.png	1202.0	7	case_000
case_000_video_part_001/00072180.png	1203.0	7	case_000
case_000_video_part_001/00072240.png	1204.0	7	case_000
case_000_video_part_001/00072300.png	1205.0	7	case_000
case_000_video_part_001/00072360.png	1206.0	7	case_000
case_000_video_part_001/00072420.png	1207.0	7	case_000
case_000_video_part_001/00072480.png	1208.0	7	case_000
case_000_video_part_001/00072540.png	1209.0	7	case_000
case_000_video_part_001/00072600.png	1210.0	7	case_000
case_000_video_part_001/00072660.png	1211.0	7	case_000
case_000_video_part_001/00072720.png	1212.0	7	case_000
case_000_video_part_001/00072780.png	1213.0	7	case_000
case_000_video_part_001/00072840.png	1214.0	7	case_000
case_000_video_part_001/00072900.png	1215.0	7	case_000
case_000_video_part_001/00072960.png	1216.0	7	case_000
case_000_video_part_001/00073020.png	1217.0	7	case_000
case_000_video_part_001/00073080.png	1218.0	7	case_000
case_000_video_part_001/00073140.png	1219.0	7	case_000
case_000_video_part_001/00073200.png	1220.0	7	case_000
case_000_video_part_001/00073260.png	1221.0	7	case_000
case_000_video_part_001/00073320.png	1222.0	7	case_000
case_000_video_part_001/00073380.png	1223.0	7	case_000
case_000_video_part_001/00073440.png	1224.0	7	case_000
case_000_video_part_001/00073500.png	1225.0	7	case_000
case_000_video_part_001/00073560.png	1226.0	7	case_000
case_000_video_part_001/00073620.png	1227.0	7	case_000
case_000_video_part_001/00073680.png	1228.0	7	case_000
case_000_video_part_001/00073740.png	1229.0	7	case_000
case_000_video_part_001/00073800.png	1230.0	7	case_000
case_000_video_part_001/00073860.png	1231.0	7	case_000
case_000_video_part_001/00073920.png	1232.0	7	case_000
case_000_video_part_001/00073980.png	1233.0	7	case_000
case_000_video_part_001/00074040.png	1234.0	7	case_000
case_000_video_part_001/00074100.png	1235.0	7	case_000
case_000_video_part_001/00074160.png	1236.0	7	case_000
case_000_video_part_001/00074220.png	1237.0	7	case_000
case_000_video_part_001/00074280.png	1238.0	7	case_000
case_000_video_part_001/00074340.png	1239.0	7	case_000
case_000_video_part_001/00074400.png	1240.0	7	case_000
case_000_video_part_001/00074460.png	1241.0	7	case_000
case_000_video_part_001/00074520.png	1242.0	7	case_000
case_000_video_part_001/00074580.png	1243.0	7	case_000
case_000_video_part_001/00074640.png	1244.0	7	case_000
case_000_video_part_001/00074700.png	1245.0	7	case_000
case_000_video_part_001/00074760.png	1246.0	7	case_000
case_000_video_part_001/00074820.png	1247.0	7	case_000
case_000_video_part_001/00074880.png	1248.0	7	case_000
case_000_video_part_001/00074940.png	1249.0	7	case_000
case_000_video_part_001/00075000.png	1250.0	7	case_000
case_000_video_part_001/00075060.png	1251.0	7	case_000
case_000_video_part_001/00075120.png	1252.0	7	case_000
case_000_video_part_001/00075180.png	1253.0	7	case_000
case_000_video_part_001/00075240.png	1254.0	7	case_000
case_000_video_part_001/00075300.png	1255.0	7	case_000
case_000_video_part_001/00075360.png	1256.0	7	case_000
case_000_video_part_001/00075420.png	1257.0	7	case_000
case_000_video_part_001/00075480.png	1258.0	7	case_000
case_000_video_part_001/00075540.png	1259.0	7	case_000
case_000_video_part_001/00075600.png	1260.0	7	case_000
case_000_video_part_001/00075660.png	1261.0	7	case_000
case_000_video_part_001/00075720.png	1262.0	7	case_000
case_000_video_part_001/00075780.png	1263.0	7	case_000
case_000_video_part_001/00075840.png	1264.0	7	case_000
case_000_video_part_001/00075900.png	1265.0	7	case_000
case_000_video_part_001/00075960.png	1266.0	7	case_000
case_000_video_part_001/00076020.png	1267.0	7	case_000
case_000_video_part_001/00076080.png	1268.0	7	case_000
case_000_video_part_001/00076140.png	1269.0	7	case_000
case_000_video_part_001/00076200.png	1270.0	7	case_000
case_000_video_part_001/00076260.png	1271.0	7	case_000
case_000_video_part_001/00076320.png	1272.0	7	case_000
case_000_video_part_001/00076380.png	1273.0	7	case_000
case_000_video_part_001/00076440.png	1274.0	7	case_000
case_000_video_part_001/00076500.png	1275.0	7	case_000
case_000_video_part_001/00076560.png	1276.0	7	case_000
case_000_video_part_001/00076620.png	1277.0	7	case_000
case_000_video_part_001/00076680.png	1278.0	7	case_000
case_000_video_part_001/00076740.png	1279.0	7	case_000
case_000_video_part_001/00076800.png	1280.0	7	case_000
case_000_video_part_001/00076860.png	1281.0	7	case_000
case_000_video_part_001/00076920.png	1282.0	7	case_000
case_000_video_part_001/00076980.png	1283.0	7	case_000
case_000_video_part_001/00077040.png	1284.0	7	case_000
case_000_video_part_001/00077100.png	1285.0	7	case_000
case_000_video_part_001/00077160.png	1286.0	7	case_000
case_000_video_part_001/00077220.png	1287.0	7	case_000
case_000_video_part_001/00077280.png	1288.0	7	case_000
case_000_video_part_001/00077340.png	1289.0	7	case_000
case_000_video_part_001/00077400.png	1290.0	7	case_000
case_000_video_part_001/00077460.png	1291.0	7	case_000
case_000_video_part_001/00077520.png	1292.0	7	case_000
case_000_video_part_001/00077580.png	1293.0	7	case_000
case_000_video_part_001/00077640.png	1294.0	7	case_000
case_000_video_part_001/00077700.png	1295.0	7	case_000
case_000_video_part_001/00077760.png	1296.0	7	case_000
case_000_video_part_001/00077820.png	1297.0	7	case_000
case_000_video_part_001/00077880.png	1298.0	7	case_000
case_000_video_part_001/00077940.png	1299.0	7	case_000
case_000_video_part_001/00078000.png	1300.0	7	case_000
case_000_video_part_001/00078060.png	1301.0	7	case_000
case_000_video_part_001/00078120.png	1302.0	7	case_000
case_000_video_part_001/00078180.png	1303.0	7	case_000
case_000_video_part_001/00078240.png	1304.0	7	case_000
case_000_video_part_001/00078300.png	1305.0	7	case_000
case_000_video_part_001/00078360.png	1306.0	7	case_000
case_000_video_part_001/00078420.png	1307.0	7	case_000
case_000_video_part_001/00078480.png	1308.0	7	case_000
case_000_video_part_001/00078540.png	1309.0	7	case_000
case_000_video_part_001/00078600.png	1310.0	7	case_000
case_000_video_part_001/00078660.png	1311.0	7	case_000
case_000_video_part_001/00078720.png	1312.0	7	case_000
case_000_video_part_001/00078780.png	1313.0	7	case_000
case_000_video_part_001/00078840.png	1314.0	7	case_000
case_000_video_part_001/00078900.png	1315.0	7	case_000
case_000_video_part_001/00078960.png	1316.0	7	case_000
case_000_video_part_001/00079020.png	1317.0	7	case_000
case_000_video_part_001/00079080.png	1318.0	7	case_000
case_000_video_part_001/00079140.png	1319.0	7	case_000
case_000_video_part_001/00079200.png	1320.0	7	case_000
case_000_video_part_001/00079260.png	1321.0	7	case_000
case_000_video_part_001/00079320.png	1322.0	7	case_000
case_000_video_part_001/00079380.png	1323.0	7	case_000
case_000_video_part_001/00079440.png	1324.0	7	case_000
case_000_video_part_001/00079500.png	1325.0	7	case_000
case_000_video_part_001/00079560.png	1326.0	7	case_000
case_000_video_part_001/00079620.png	1327.0	7	case_000
case_000_video_part_001/00079680.png	1328.0	7	case_000
case_000_video_part_001/00079740.png	1329.0	7	case_000
case_000_video_part_001/00079800.png	1330.0	7	case_000
case_000_video_part_001/00079860.png	1331.0	7	case_000
case_000_video_part_001/00079920.png	1332.0	7	case_000
case_000_video_part_001/00079980.png	1333.0	7	case_000
case_000_video_part_001/00080040.png	1334.0	7	case_000
case_000_video_part_001/00080100.png	1335.0	7	case_000
case_000_video_part_001/00080160.png	1336.0	7	case_000
case_000_video_part_001/00080220.png	1337.0	7	case_000
case_000_video_part_001/00080280.png	1338.0	7	case_000
case_000_video_part_001/00080340.png	1339.0	7	case_000
case_000_video_part_001/00080400.png	1340.0	7	case_000
case_000_video_part_001/00080460.png	1341.0	7	case_000
case_000_video_part_001/00080520.png	1342.0	7	case_000
case_000_video_part_001/00080580.png	1343.0	7	case_000
case_000_video_part_001/00080640.png	1344.0	7	case_000
case_000_video_part_001/00080700.png	1345.0	7	case_000
case_000_video_part_001/00080760.png	1346.0	7	case_000
case_000_video_part_001/00080820.png	1347.0	7	case_000
case_000_video_part_001/00080880.png	1348.0	7	case_000
case_000_video_part_001/00080940.png	1349.0	7	case_000
case_000_video_part_001/00081000.png	1350.0	7	case_000
case_000_video_part_001/00081060.png	1351.0	7	case_000
case_000_video_part_001/00081120.png	1352.0	7	case_000
case_000_video_part_001/00081180.png	1353.0	7	case_000
case_000_video_part_001/00081240.png	1354.0	7	case_000
case_000_video_part_001/00081300.png	1355.0	7	case_000
case_000_video_part_001/00081360.png	1356.0	7	case_000
case_000_video_part_001/00081420.png	1357.0	7	case_000
case_000_video_part_001/00081480.png	1358.0	7	case_000
case_000_video_part_001/00081540.png	1359.0	7	case_000
case_000_video_part_001/00081600.png	1360.0	7	case_000
case_000_video_part_001/00081660.png	1361.0	7	case_000
case_000_video_part_001/00081720.png	1362.0	7	case_000
case_000_video_part_001/00081780.png	1363.0	7	case_000
case_000_video_part_001/00081840.png	1364.0	7	case_000
case_000_video_part_001/00081900.png	1365.0	7	case_000
case_000_video_part_001/00081960.png	1366.0	7	case_000
case_000_video_part_001/00082020.png	1367.0	7	case_000
case_000_video_part_001/00082080.png	1368.0	7	case_000
case_000_video_part_001/00082140.png	1369.0	7	case_000
case_000_video_part_001/00082200.png	1370.0	7	case_000
case_000_video_part_001/00082260.png	1371.0	7	case_000
case_000_video_part_001/00082320.png	1372.0	7	case_000
case_000_video_part_001/00082380.png	1373.0	7	case_000
case_000_video_part_001/00082440.png	1374.0	7	case_000
case_000_video_part_001/00082500.png	1375.0	7	case_000
case_000_video_part_001/00082560.png	1376.0	7	case_000
case_000_video_part_001/00082620.png	1377.0	7	case_000
case_000_video_part_001/00082680.png	1378.0	7	case_000
case_000_video_part_001/00082740.png	1379.0	7	case_000
case_000_video_part_001/00082800.png	1380.0	7	case_000
case_000_video_part_001/00082860.png	1381.0	7	case_000
case_000_video_part_001/00082920.png	1382.0	7	case_000
case_000_video_part_001/00082980.png	1383.0	7	case_000
case_000_video_part_001/00083040.png	1384.0	7	case_000
case_000_video_part_001/00083100.png	1385.0	7	case_000
case_000_video_part_001/00083160.png	1386.0	7	case_000
case_000_video_part_001/00083220.png	1387.0	7	case_000
case_000_video_part_001/00083280.png	1388.0	7	case_000
case_000_video_part_001/00083340.png	1389.0	7	case_000
case_000_video_part_001/00083400.png	1390.0	7	case_000
case_000_video_part_001/00083460.png	1391.0	7	case_000
case_000_video_part_001/00083520.png	1392.0	7	case_000
case_000_video_part_001/00083580.png	1393.0	7	case_000
case_000_video_part_001/00083640.png	1394.0	7	case_000
case_000_video_part_001/00083700.png	1395.0	7	case_000
case_000_video_part_001/00083760.png	1396.0	7	case_000
case_000_video_part_001/00083820.png	1397.0	7	case_000
case_000_video_part_001/00083880.png	1398.0	7	case_000
case_000_video_part_001/00083940.png	1399.0	7	case_000
case_000_video_part_001/00084000.png	1400.0	7	case_000
case_000_video_part_001/00084060.png	1401.0	7	case_000
case_000_video_part_001/00084120.png	1402.0	7	case_000
case_000_video_part_001/00084180.png	1403.0	7	case_000
case_000_video_part_001/00084240.png	1404.0	7	case_000
case_000_video_part_001/00084300.png	1405.0	7	case_000
case_000_video_part_001/00084360.png	1406.0	7	case_000
case_000_video_part_001/00084420.png	1407.0	7	case_000
case_000_video_part_001/00084480.png	1408.0	7	case_000
case_000_video_part_001/00084540.png	1409.0	7	case_000
case_000_video_part_001/00084600.png	1410.0	7	case_000
case_000_video_part_001/00084660.png	1411.0	7	case_000
case_000_video_part_001/00084720.png	1412.0	7	case_000
case_000_video_part_001/00084780.png	1413.0	7	case_000
case_000_video_part_001/00084840.png	1414.0	7	case_000
case_000_video_part_001/00084900.png	1415.0	7	case_000
case_000_video_part_001/00084960.png	1416.0	7	case_000
case_000_video_part_001/00085020.png	1417.0	7	case_000
case_000_video_part_001/00085080.png	1418.0	7	case_000
case_000_video_part_001/00085140.png	1419.0	7	case_000
case_000_video_part_001/00085200.png	1420.0	7	case_000
case_000_video_part_001/00085260.png	1421.0	7	case_000
case_000_video_part_001/00085320.png	1422.0	7	case_000
case_000_video_part_001/00085380.png	1423.0	7	case_000
case_000_video_part_001/00085440.png	1424.0	7	case_000
case_000_video_part_001/00085500.png	1425.0	7	case_000
case_000_video_part_001/00085560.png	1426.0	7	case_000
case_000_video_part_001/00085620.png	1427.0	7	case_000
case_000_video_part_001/00085680.png	1428.0	7	case_000
case_000_video_part_001/00085740.png	1429.0	7	case_000
case_000_video_part_001/00085800.png	1430.0	7	case_000
case_000_video_part_001/00085860.png	1431.0	7	case_000
case_000_video_part_001/00085920.png	1432.0	7	case_000
case_000_video_part_001/00085980.png	1433.0	7	case_000
case_000_video_part_001/00086040.png	1434.0	7	case_000
case_000_video_part_001/00086100.png	1435.0	7	case_000
case_000_video_part_001/00086160.png	1436.0	7	case_000
case_000_video_part_001/00086220.png	1437.0	7	case_000
case_000_video_part_001/00086280.png	1438.0	7	case_000
case_000_video_part_001/00086340.png	1439.0	7	case_000
case_000_video_part_001/00086400.png	1440.0	7	case_000
case_000_video_part_001/00086460.png	1441.0	7	case_000
case_000_video_part_001/00086520.png	1442.0	7	case_000
case_000_video_part_001/00086580.png	1443.0	7	case_000
case_000_video_part_001/00086640.png	1444.0	7	case_000
case_000_video_part_001/00086700.png	1445.0	7	case_000
case_000_video_part_001/00086760.png	1446.0	7	case_000
case_000_video_part_001/00086820.png	1447.0	7	case_000
case_000_video_part_001/00086880.png	1448.0	7	case_000
case_000_video_part_001/00086940.png	1449.0	7	case_000
case_000_video_part_001/00087000.png	1450.0	7	case_000
case_000_video_part_001/00087060.png	1451.0	7	case_000
case_000_video_part_001/00087120.png	1452.0	7	case_000
case_000_video_part_001/00087180.png	1453.0	7	case_000
case_000_video_part_001/00087240.png	1454.0	7	case_000
case_000_video_part_001/00087300.png	1455.0	7	case_000
case_000_video_part_001/00087360.png	1456.0	7	case_000
case_000_video_part_001/00087420.png	1457.0	7	case_000
case_000_video_part_001/00087480.png	1458.0	7	case_000
case_000_video_part_001/00087540.png	1459.0	7	case_000
case_000_video_part_001/00087600.png	1460.0	7	case_000
case_000_video_part_001/00087660.png	1461.0	7	case_000
case_000_video_part_001/00087720.png	1462.0	7	case_000
case_000_video_part_001/00087780.png	1463.0	7	case_000
case_000_video_part_001/00087840.png	1464.0	7	case_000
case_000_video_part_001/00087900.png	1465.0	7	case_000
case_000_video_part_001/00087960.png	1466.0	7	case_000
case_000_video_part_001/00088020.png	1467.0	7	case_000
case_000_video_part_001/00088080.png	1468.0	7	case_000
case_000_video_part_001/00088140.png	1469.0	7	case_000
case_000_video_part_001/00088200.png	1470.0	7	case_000
case_000_video_part_001/00088260.png	1471.0	7	case_000
case_000_video_part_001/00088320.png	1472.0	7	case_000
case_000_video_part_001/00088380.png	1473.0	7	case_000
case_000_video_part_001/00088440.png	1474.0	7	case_000
case_000_video_part_001/00088500.png	1475.0	7	case_000
case_000_video_part_001/00088560.png	1476.0	7	case_000
case_000_video_part_001/00088620.png	1477.0	7	case_000
case_000_video_part_001/00088680.png	1478.0	7	case_000
case_000_video_part_001/00088740.png	1479.0	7	case_000
case_000_video_part_001/00088800.png	1480.0	7	case_000
case_000_video_part_001/00088860.png	1481.0	7	case_000
case_000_video_part_001/00088920.png	1482.0	7	case_000
case_000_video_part_001/00088980.png	1483.0	7	case_000
case_000_video_part_001/00089040.png	1484.0	7	case_000
case_000_video_part_001/00089100.png	1485.0	7	case_000
case_000_video_part_001/00089160.png	1486.0	7	case_000
case_000_video_part_001/00089220.png	1487.0	7	case_000
case_000_video_part_001/00089280.png	1488.0	7	case_000
case_000_video_part_001/00089340.png	1489.0	7	case_000
case_000_video_part_001/00089400.png	1490.0	7	case_000
case_000_video_part_001/00089460.png	1491.0	7	case_000
case_000_video_part_001/00089520.png	1492.0	7	case_000
case_000_video_part_001/00089580.png	1493.0	7	case_000
case_000_video_part_001/00089640.png	1494.0	7	case_000
case_000_video_part_001/00089700.png	1495.0	7	case_000
case_000_video_part_001/00089760.png	1496.0	7	case_000
case_000_video_part_001/00089820.png	1497.0	7	case_000
case_000_video_part_001/00089880.png	1498.0	7	case_000
case_000_video_part_001/00089940.png	1499.0	7	case_000
case_000_video_part_001/00090000.png	1500.0	7	case_000
case_000_video_part_001/00090060.png	1501.0	7	case_000
case_000_video_part_001/00090120.png	1502.0	7	case_000
case_000_video_part_001/00090180.png	1503.0	7	case_000
case_000_video_part_001/00090240.png	1504.0	7	case_000
case_000_video_part_001/00090300.png	1505.0	7	case_000
case_000_video_part_001/00090360.png	1506.0	7	case_000
case_000_video_part_001/00090420.png	1507.0	7	case_000
case_000_video_part_001/00090480.png	1508.0	7	case_000
case_000_video_part_001/00090540.png	1509.0	7	case_000
case_000_video_part_001/00090600.png	1510.0	7	case_000
case_000_video_part_001/00090660.png	1511.0	7	case_000
case_000_video_part_001/00090720.png	1512.0	7	case_000
case_000_video_part_001/00090780.png	1513.0	7	case_000
case_000_video_part_001/00090840.png	1514.0	7	case_000
case_000_video_part_001/00090900.png	1515.0	7	case_000
case_000_video_part_001/00090960.png	1516.0	7	case_000
case_000_video_part_001/00091020.png	1517.0	7	case_000
case_000_video_part_001/00091080.png	1518.0	7	case_000
case_000_video_part_001/00091140.png	1519.0	7	case_000
case_000_video_part_001/00091200.png	1520.0	7	case_000
case_000_video_part_001/00091260.png	1521.0	7	case_000
case_000_video_part_001/00091320.png	1522.0	7	case_000
case_000_video_part_001/00091380.png	1523.0	7	case_000
case_000_video_part_001/00091440.png	1524.0	7	case_000
case_000_video_part_001/00091500.png	1525.0	7	case_000
case_000_video_part_001/00091560.png	1526.0	7	case_000
case_000_video_part_001/00091620.png	1527.0	7	case_000
case_000_video_part_001/00091680.png	1528.0	7	case_000
case_000_video_part_001/00091740.png	1529.0	7	case_000
case_000_video_part_001/00091800.png	1530.0	7	case_000
case_000_video_part_001/00091860.png	1531.0	7	case_000
case_000_video_part_001/00091920.png	1532.0	7	case_000
case_000_video_part_001/00091980.png	1533.0	7	case_000
case_000_video_part_001/00092040.png	1534.0	7	case_000
case_000_video_part_001/00092100.png	1535.0	7	case_000
case_000_video_part_001/00092160.png	1536.0	7	case_000
case_000_video_part_001/00092220.png	1537.0	7	case_000
case_000_video_part_001/00092280.png	1538.0	7	case_000
case_000_video_part_001/00092340.png	1539.0	7	case_000
case_000_video_part_001/00092400.png	1540.0	7	case_000
case_000_video_part_001/00092460.png	1541.0	7	case_000
case_000_video_part_001/00092520.png	1542.0	7	case_000
case_000_video_part_001/00092580.png	1543.0	7	case_000
case_000_video_part_001/00092640.png	1544.0	7	case_000
case_000_video_part_001/00092700.png	1545.0	7	case_000
case_000_video_part_001/00092760.png	1546.0	7	case_000
case_000_video_part_001/00092820.png	1547.0	7	case_000
case_000_video_part_001/00092880.png	1548.0	7	case_000
case_000_video_part_001/00092940.png	1549.0	7	case_000
case_000_video_part_001/00093000.png	1550.0	7	case_000
case_000_video_part_001/00093060.png	1551.0	7	case_000
case_000_video_part_001/00093120.png	1552.0	7	case_000
case_000_video_part_001/00093180.png	1553.0	7	case_000
case_000_video_part_001/00093240.png	1554.0	7	case_000
case_000_video_part_001/00093300.png	1555.0	7	case_000
case_000_video_part_001/00093360.png	1556.0	7	case_000
case_000_video_part_001/00093420.png	1557.0	7	case_000
case_000_video_part_001/00093480.png	1558.0	7	case_000
case_000_video_part_001/00093540.png	1559.0	7	case_000
case_000_video_part_001/00093600.png	1560.0	7	case_000
case_000_video_part_001/00093660.png	1561.0	7	case_000
case_000_video_part_001/00093720.png	1562.0	7	case_000
case_000_video_part_001/00093780.png	1563.0	7	case_000
case_000_video_part_001/00093840.png	1564.0	7	case_000
case_000_video_part_001/00093900.png	1565.0	7	case_000
case_000_video_part_001/00093960.png	1566.0	7	case_000
case_000_video_part_001/00094020.png	1567.0	7	case_000
case_000_video_part_001/00094080.png	1568.0	7	case_000
case_000_video_part_001/00094140.png	1569.0	7	case_000
case_000_video_part_001/00094200.png	1570.0	7	case_000
case_000_video_part_001/00094260.png	1571.0	7	case_000
case_000_video_part_001/00094320.png	1572.0	7	case_000
case_000_video_part_001/00094380.png	1573.0	7	case_000
case_000_video_part_001/00094440.png	1574.0	7	case_000
case_000_video_part_001/00094500.png	1575.0	7	case_000
case_000_video_part_001/00094560.png	1576.0	7	case_000
case_000_video_part_001/00094620.png	1577.0	7	case_000
case_000_video_part_001/00094680.png	1578.0	7	case_000
case_000_video_part_001/00094740.png	1579.0	7	case_000
case_000_video_part_001/00094800.png	1580.0	7	case_000
case_000_video_part_001/00094860.png	1581.0	7	case_000
case_000_video_part_001/00094920.png	1582.0	7	case_000
case_000_video_part_001/00094980.png	1583.0	7	case_000
case_000_video_part_001/00095040.png	1584.0	7	case_000
case_000_video_part_001/00095100.png	1585.0	7	case_000
case_000_video_part_001/00095160.png	1586.0	7	case_000
case_000_video_part_001/00095220.png	1587.0	7	case_000
case_000_video_part_001/00095280.png	1588.0	7	case_000
case_000_video_part_001/00095340.png	1589.0	7	case_000
